cd	track	track_title	recording_title	chorale	recording_id		cd	track	title	bwv	text		playlist_position	Song	Artist	Popularity	BPM	Genres	Album	Album Date	Time	Dance	Energy	Acoustic	Instrumental	Happy	Speech	Live	Loud (Db)	Key	Time Signature	Added At	Spotify Track Id	Album Label	Camelot	ISRC
2	16	Liebster Immanuel, Herzog der Frommen (Cantata BWV123)	Liebster Immanuel, Herzog der Frommen, Cantata BWV 123	229	6ddde4b3-24e6-4a0b-a369-5857e6ea10b4		1	70	Liebster Immanuel, Herzog der Frommen	123	Liebster Immanuel, Herzog der Frommen		70	Liebster Immanuel, Herzog der Frommen (Cantata, BWV 123)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:58	35	9	99	0	39	0	10	-21	C♯/D♭ Major	4	2024-07-26	6JFHmw5rmbfJ26W9kPqcjc	undefined	3B	NLY331107106
2	17	Lobe den Herren, den mächtigen König der Ehren (Cantata BWV57)	Lobe den Herren, den mächtigen König der Ehren, Cantate BWV 57	231	91fe98e3-336d-4723-aa73-1c192bf0b07f		1	71	Lobe den Herren, den mächtigen König der Ehren	57	Lobe den Herren, den mächtigen König der Ehren		71	Lobe den Herren, den mächtigen König der Ehren (Cantata, BWV 57)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	103	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:17	25	21	97	0	50	0	20	-18	A Major	3	2024-07-26	1FHI33YSk0gOQzCMLef3x7	undefined	11B	NLY331107107
2	18	Lobet den Herren, denn er ist sehr freundlich BWV374	Lobet den Herren, denn er ist sehr freundlich, BWV 374	232	2319839b-52c4-4a8b-aa78-e4dced91bf61		1	72	Lobet den Herren, denn er ist sehr freundlich	374	Lobet den Herren, denn er ist sehr freundlich		72	Lobet den Herren, denn er ist sehr freundlich, BWV 374	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	75	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:10	23	21	96	0	14	0	10	-16	F#/G♭ Minor	4	2024-07-26	01vFuakoUgRGkbbOFudwks	undefined	11A	NLY331107108
3	16	Lobt Gott, ihr Christen allzugleich BWV375	Lobt Gott, ihr Christen allzugleich, BWV 375	233	ddccebb2-b2da-4424-96ab-04b7b68f868b		2	18	Lobt Gott, ihr Christen allzugleich	375	Lobt Gott, ihr Christen allzugleich		120	Lobt Gott, ihr Christen allzugleich, BWV 375	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	90	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:39	23	21	96	0	35	0	10	-17	F#/G♭ Major	5	2024-07-26	6KfQjjpqdvkm6yHXLVmjBB	undefined	2B	NLY331107156
3	17	Lobt Gott, ihr Christen allzugleich (Cantata BWV151)	Lobt Gott, ihr Christen allzugleich, Cantata BWV 151	235	af012dba-a620-45fa-bbcf-d875f78d54c4		2	19	Lobt Gott, ihr Christen allzugleich	151	Lobt Gott, ihr Christen allzugleich		121	Lobt Gott, ihr Christen allzugleich (Cantata, BWV 151)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	91	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:37	17	14	98	0	50	0	10	-16	F#/G♭ Major	3	2024-07-26	782NuqcUhTf8wOMJwsxs5t	undefined	2B	NLY331107157
2	19	Mach.s mit mir, Gott, nach deiner Güt. BWV377	Mach's mit mir, Gott, nach deiner Güt', BWV 377	237	9c47d19f-6bce-4214-ba69-241278644c19		1	73	Mach's mit mir, Gott, nach deiner Güt'	377	Mach's mit mir, Gott, nach deiner Güt'		73	Mach's mit mir, Gott, nach deiner Güt', BWV 377	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	5	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:48	27	14	97	0	42	0	10	-17	C♯/D♭ Major	3	2024-07-26	0PpnBZHSVI81dw6naId1wN	undefined	3B	NLY331107109
2	20	Mach.s mit mir, Gott, nach deiner Güt. (Cantata BWV139)	Mach's mit mir, Gott, nach deiner Güt', Cantata BWV 139	238	6f4e64e6-17c1-4dde-8f11-33c2873561d7		1	74	Mach's mit mir, Gott, nach deiner Güt'	139	Mach's mit mir, Gott, nach deiner Güt'		74	Mach's mit mir, Gott, nach deiner Güt' (Cantata, BWV 139)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:24	28	27	96	0	28	0	10	-17	A#/B♭ Major	4	2024-07-26	22SwQW9kWyb4XgV8FlI0Rw	undefined	6B	NLY331107110
4	41	Mach.s mit mir, Gott, nach deiner Güt. (Johannes-Passion)	Mach's mit mir, Gott, nach deiner Güt', St. John Passion	239	fc93035f-6bc3-4e1e-b018-7ed0d86f5ae4		2	84	Mach's mit mir, Gott, nach deiner Güt'	245	Mach's mit mir, Gott, nach deiner Güt'		186	Mach's mit mir, Gott, nach deiner Güt' (St John Passion, BWV 245)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	85	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:50	26	11	97	0	37	0	10	-20	D#/E♭ Major	3	2024-07-26	0H5gTmUleAkTXlSHA4I8S8	undefined	5B	NLY331107222
2	21	Mein. Augen schließ. ich jetzt BWV378	Mein' Augen schließ' ich jetzt, BWV 378	240	15878173-8738-443f-849b-54601c0744f3		1	75	Mein' Augen schließ' ich jetzt	378	Mein' Augen schließ' ich jetzt		75	Mein' Augen schließ' ich jetzt, BWV 378	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	72	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:09	24	6	99	0	24	0	10	-23	F#/G♭ Major	3	2024-07-26	6EIicDd0qaOUswnXRxomFB	undefined	2B	NLY331107111
2	22	Meinen Jesum lass. ich nicht, Jesus BWV379	Meinen Jesum lass' ich nicht, Jesus, BWV 379	241	9533507f-7e98-4955-9a37-de794d21d7e1		1	76	Meinen Jesum lass' ich nicht, Jesus	379	Meinen Jesum lass' ich nicht, Jesus		76	Meinen Jesum lass' ich nicht, Jesus, BWV 379	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	4	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:53	18	11	96	0	40	0	10	-18	F#/G♭ Major	4	2024-07-26	0fUVMcGBePP7cu8eLUbMF7	undefined	2B	NLY331107112
2	23	Meinen Jesum lass. ich nicht BWV380	Meinen Jesum lass' ich nicht, BWV 380	242	388892ea-68a3-44a9-9e4b-c231bc03eddd		1	77	Meinen Jesum lass' ich nicht	380	Meinen Jesum lass' ich nicht		77	Meinen Jesum lass' ich nicht, BWV 380	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:53	26	15	94	0	43	0	10	-18	D Major	3	2024-07-26	71BuoRiFZxyj3cBT9bW3cD	undefined	10B	NLY331107113
2	24	Meinen Jesum lass. ich nicht BWV157	Meinen Jesum lass' ich nicht, Cantate BWV 157	245	38a56dd2-ef4d-459e-8583-56e8ff0cd25f		1	78	Meinen Jesum lass' ich nicht.mp3		Meinen Jesum lass' ich nicht.mp3		78	Meinen Jesum lass' ich nicht	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:50	33	15	96	0	61	0	10	-20	C♯/D♭ Major	4	2024-07-26	25k2WUGGAPmRqAAXIymsLr	undefined	3B	NLY331107114
2	25	Meinen Jesum lass. ich nicht (Cantata BWV124)	Meinen Jesum lass' ich nicht, Cantata BWV 124	246	44b48d07-528b-4a87-b869-d03ffb7d1d46		1	79	Meinen Jesum lass' ich nicht	124	Meinen Jesum lass' ich nicht		79	Meinen Jesum lass' ich nicht (Cantata, BWV 124)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:52	24	11	95	0	33	0	10	-22	D#/E♭ Major	4	2024-07-26	1KmQY6lqmj99lyXGzMN4En	undefined	5B	NLY331107115
4	42	Meinen Jesum lass. ich nicht (Matthäus-Passion)	Meinen Jesum lass' ich nicht, St. Matthew Passion	247	65a7ec50-0bb7-42f9-95b2-8d1dabc7bbb9		2	85	Meinen Jesum lass' ich nicht	244	Meinen Jesum lass' ich nicht		187	Meinen Jesum lass' ich nicht (St Matthew Passion, BWV 244)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	0	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:51	0	15	97	0	0	0	20	-20	D#/E♭ Major	0	2024-07-26	03oGbOcW999EZ2ES2pDHY1	undefined	5B	NLY331107223
2	26	Meines Lebens letzte Zeit BWV381	Meines Lebens letzte Zeit, BWV 381	248	f919effc-48dc-4153-9c1d-f44220770108		1	80	Meines Lebens letzte Zeit	381	Meines Lebens letzte Zeit		80	Meines Lebens letzte Zeit, BWV 381	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:04	21	15	96	0	25	0	10	-19	F#/G♭ Major	4	2024-07-26	0Ny9bfMSVzfzoLmv9CVGk9	undefined	2B	NLY331107116
2	27	Mit Fried. und Freud. ich fahr. dahin BWV382	Mit Fried' und Freud' ich fahr' dahin, BWV 382	249	088453ce-af6d-4a18-8023-241fe3d7018e		1	81	Mit Fried' und Freud' ich fahr' dahin	382	Mit Fried' und Freud' ich fahr' dahin		81	Mit Fried' und Freud' ich fahr' dahin, BWV 382	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:52	21	16	90	0	27	0	10	-21	C♯/D♭ Minor	4	2024-07-26	1Zh50ofNczXjZ3nRcGbpM0	undefined	12A	NLY331107117
2	28	Mit Fried. und Freud. ich fahr. dahin (Cantata BWV83)	Mit Fried' und Freud' ich fahr' dahin, Cantate BWV 83	250	dd04ac2f-53ad-4072-bbdf-e1c79cbd3689		1	82	Mit Fried' und Freud' ich fahr' dahin	83	Mit Fried' und Freud' ich fahr' dahin		82	Mit Fried' und Freud' ich fahr' dahin (Cantate, BWV 83)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	133	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:47	24	9	87	0	27	0	10	-21	C♯/D♭ Minor	3	2024-07-26	4vPgCMbXLXKQaqRD4Ia68I	undefined	12A	NLY331107118
2	29	Mit Fried. und Freud. ich fahr. dahin (Cantata BWV125)	Mit Fried' und Freud' ich fahr' dahin, Cantata BWV 125	251	051bed3f-c30a-400e-a501-5705f94969ab		1	83	Mit Fried' und Freud' ich fahr' dahin	125	Mit Fried' und Freud' ich fahr' dahin		83	Mit Fried' und Freud' ich fahr' dahin (Cantata, BWV 125)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:48	24	12	97	0	39	0	10	-17	F#/G♭ Major	3	2024-07-26	1XN8iXm23O1YQXInvwN8WK	undefined	2B	NLY331107119
2	30	Mitten wir im Leben sind BWV383	Mitten wir im Leben sind, BWV 383	252	3b8ee50d-96ed-49ca-96b8-6661b85baed0		1	84	Mitten wir im Leben sind	383	Mitten wir im Leben sind		84	Mitten wir im Leben sind, BWV 383	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	02:15	18	10	91	2	16	0	10	-23	G#/A♭ Minor	4	2024-07-26	1a7fCSNq4j95JFTCVGBv3B	undefined	1A	NLY331107120
2	31	Nicht so traurig, nicht so sehr BWV384	Nicht so traurig, nicht so sehr, BWV 384	253	0a582b07-815f-420f-877d-a71f02d07407		1	85	Nicht so traurig, nicht so sehr	384	Nicht so traurig, nicht so sehr		85	Nicht so traurig, nicht so sehr, BWV 384	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	81	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:47	30	10	98	0	27	0	20	-18	B Minor	4	2024-07-26	5G7rltYD838wcY2o5nouQH	undefined	10A	NLY331107121
2	32	Nun bitten wir den heiligen Geist BWV385	Nun bitten wir den heiligen Geist, BWV 385	254	b9383143-85e6-4cd5-8ab3-cf5abc7753dc		1	86	Nun bitten wir den heiligen Geist	385	Nun bitten wir den heiligen Geist		86	Nun bitten wir den heiligen Geist, BWV 385	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	95	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:56	36	11	97	0	32	0	10	-21	G#/A♭ Major	3	2024-07-26	4XKAF9Eu1GkhJMAkqmQHsX	undefined	4B	NLY331107122
2	33	Nun bitten wir den heiligen Geist (Cantata BWV169)	Nun bitten wir den heiligen Geist, Cantata BWV 169	256	976473b3-786c-4316-a4e4-9a676277c12d		1	87	Nun bitten wir den heiligen Geist	169	Nun bitten wir den heiligen Geist		87	Nun bitten wir den heiligen Geist (Cantata, BWV 169)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	170	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:06	11	10	98	62	14	0	10	-22	G#/A♭ Major	1	2024-07-26	1FDZ3QypnOKDHpy26BnOUI	undefined	4B	NLY331107123
2	34	Nun danket alle Gott BWV386	Nun danket alle Gott, BWV 386	257	4c8fd196-4d33-48a4-94f0-3e09c48235dd		1	88	Nun danket alle Gott	386	Nun danket alle Gott		88	Nun danket alle Gott, BWV 386	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	85	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:54	18	13	98	0	36	0	10	-19	G#/A♭ Major	4	2024-07-26	31neULhuUyeqtYAJQncTby	undefined	4B	NLY331107124
2	35	Nun freut euch, Gottes Kinder all BWV387	Nun freut euch, Gottes Kinder all, BWV 387	260	57b199f2-d2f3-440d-be75-101271c6b276		1	89	Nun freut euch, Gottes Kinder all	387	Nun freut euch, Gottes Kinder all		89	Nun freut euch, Gottes Kinder all, BWV 387	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:35	29	10	89	37	28	0	10	-18	C♯/D♭ Minor	5	2024-07-26	6pf2gHkZ8wvYnPuk5WRvMB	undefined	12A	NLY331107125
3	18	Nun freut euch, lieben Christen g.mein BWV388	Nun freut euch, lieben Christen g'mein, BWV 388	261	29138cfb-919a-45f2-8a25-213a94945276		2	20	Nun freut euch, lieben Christen g'mein	388	Nun freut euch, lieben Christen g'mein		122	Nun freut euch, lieben Christen g'mein, BWV 388	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	2	85	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:52	28	17	97	10	49	0	10	-18	F#/G♭ Major	4	2024-07-26	0FxgKdF5LsXp0WeB0PBCVs	undefined	2B	NLY331107158
3	19	Nun freut euch, lieben Christen g.mein BWV307	Nun freut euch, lieben Christen g'mein, BWV 307	262	0f4a3020-d121-4c5b-b4aa-cf5a1a5c773a		2	21	Nun freut euch, lieben Christen g'mein	307	Nun freut euch, lieben Christen g'mein		123	Nun freut euch, lieben Christen g'mein, BWV 307	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	101	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:49	25	16	96	0	59	0	20	-18	A Major	3	2024-07-26	4CeJBwRnrhE6OGaiGBg9GM	undefined	11B	NLY331107159
3	20	Nun freut euch, lieben Christen g.mein (Christmas Oratorio)	Nun freut euch, lieben Christen g'mein, Christmas Oratorio	263	69fc513a-20a0-4c3a-b721-e96a993c464d		2	22	Nun freut euch, lieben Christen g'mein		Nun freut euch, lieben Christen g'mein		124	Nun freut euch, lieben Christen g'mein (Christmas Oratorio)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:57	27	22	97	0	63	0	10	-18	F#/G♭ Major	1	2024-07-26	7eE5h9gaqKDUuCGlXJe9kW	undefined	2B	NLY331107160
3	21	Nun komm, der Heiden Heiland (Cantata BWV36)	Nun komm, der Heiden Heiland, Cantata BWV 36	264	02c0ccb3-d87a-4255-94dc-21491d2b1fb8		2	23	Nun komm, der Heiden Heiland	36	Nun komm, der Heiden Heiland		125	Nun komm, der Heiden Heiland (Cantata, BWV 36)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:01	28	15	98	0	35	0	10	-16	A#/B♭ Minor	4	2024-07-26	62W2QlHhUio7w03aUKz8Id	undefined	3A	NLY331107161
3	22	Nun komm, der Heiden Heiland (Cantata BWV62)	Nun komm, der Heiden Heiland, Cantata BWV 62	265	c61fb1f4-0d64-4481-b21f-33283cdebbbd		2	24	Nun komm, der Heiden Heiland	62	Nun komm, der Heiden Heiland		126	Nun komm, der Heiden Heiland (Cantata, BWV 62)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	172	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:34	20	10	98	2	25	0	20	-16	A#/B♭ Minor	4	2024-07-26	1mp8yEsvD0dLKUh4krGdZ0	undefined	3A	NLY331107162
2	36	Nun lasst uns Gott, dem Herren (Cantata BWV165)	Nun lasst uns Gott, dem Herren, Cantata BWV 165	266	d93365fc-a40c-4d37-8884-e5754f5db582		1	90	Nun lasst uns Gott, dem Herren	165	Nun lasst uns Gott, dem Herren		90	Nun lasst uns Gott, dem Herren (Cantata, BWV 165)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:02	14	23	93	0	58	0	10	-19	F#/G♭ Major	3	2024-07-26	3tc9qo6o77noOSKPEEPTam	undefined	2B	NLY331107126
2	37	Nun lob., mein. Seel., den Herren BWV389	Nun lob', mein' Seel', den Herren, BWV 389	269	8fca2fab-d21f-491a-b050-ec87e5261a61		1	91	Nun lob', mein' Seel', den Herren	389	Nun lob', mein' Seel', den Herren		91	Nun lob', mein' Seel', den Herren, BWV 389	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:27	22	19	95	0	25	0	20	-18	B Major	5	2024-07-26	5wHHJq4LwxLjydng4OOiRT	undefined	1B	NLY331107127
2	38	Nun lob., mein. Seel., den Herren BWV390	Nun lob', mein' Seel', den Herren, BWV 390	270	bc404da1-03b2-4a4d-9571-bf9f23f717a4		1	92	Nun lob', mein' Seel', den Herren	390	Nun lob', mein' Seel', den Herren		92	Nun lob', mein' Seel', den Herren, BWV 390	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	102	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:03	38	20	95	0	50	0	30	-16	B Major	4	2024-07-26	6WTA0wwwXHYbD1zM9cIN5E	undefined	1B	NLY331107128
2	39	Nun preiset alle Gottes Barmherzigkeit BWV391	Nun preiset alle Gottes Barmherzigkeit, BWV 391	273	3c7cf114-7303-47d1-81ac-c33700e2d9d0		1	93	Nun preiset alle Gottes Barmherzigkeit	391	Nun preiset alle Gottes Barmherzigkeit		93	Nun preiset alle Gottes Barmherzigkeit, BWV 391	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:46	25	15	96	0	52	0	10	-18	F#/G♭ Major	4	2024-07-26	5D9yuD3a0yTqjKvgCKdYpM	undefined	2B	NLY331107129
2	40	Nun sich der Tag geendet hat BWV396	Nun sich der Tag geendet hat, BWV 396	274	40e2c802-45a1-469c-a587-6747bb24bd49		1	94	Nun sich der Tag geendet hat	396	Nun sich der Tag geendet hat		94	Nun sich der Tag geendet hat, BWV 396	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:34	32	16	93	0	19	0	10	-20	D#/E♭ Minor	3	2024-07-26	4CdpeJSMoXQavsTmvUARsq	undefined	2A	NLY331107130
2	41	O Ewigkeit, du Donnerwort BWV397	O Ewigkeit, du Donnerwort, BWV 397	275	54297a63-3c60-472d-b119-424804d0b99c		1	95	O Ewigkeit, du Donnerwort	397	O Ewigkeit, du Donnerwort		95	O Ewigkeit, du Donnerwort, BWV 397	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	02:34	21	15	98	1	12	0	10	-22	E Major	5	2024-07-26	1P0IPV2az7AHwyUuAWkwvp	undefined	12B	NLY331107131
2	42	O Ewigkeit, du Donnerwort (Cantata BWV20)	O Ewigkeit, du Donnerwort, Cantata BWV 20	276	f4916069-efb3-4367-aaf3-f4a170bb5dd9		1	96	O Ewigkeit, du Donnerwort	20	O Ewigkeit, du Donnerwort		96	O Ewigkeit, du Donnerwort (Cantata, BWV 20)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:53	20	19	90	6	35	0	10	-17	E Major	5	2024-07-26	2pmyTe379zhq3qr3rtdpFl	undefined	12B	NLY331107132
2	43	O Gott, du frommer Gott BWV398	O Gott, du frommer Gott, BWV 398	277	24d2b564-060a-4bdd-830b-1bdb9db6f591		1	97	O Gott, du frommer Gott	398	O Gott, du frommer Gott		97	O Gott, du frommer Gott, BWV 398	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	90	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	01:44	27	11	96	0	36	0	10	-23	C♯/D♭ Major	3	2024-07-26	6IIibSfrRxOTryBwBbmdYk	undefined	3B	NLY331107133
2	44	O Gott, du frommer Gott (Cantatas BWV64, 94)	O Gott, du frommer Gott, Cantata BWV 64, 94	280	30f1790a-ecf1-451d-afc9-06f64a056e5f		1	98	O Gott, du frommer Gott	 64, 94	O Gott, du frommer Gott		98	O Gott, du frommer Gott (Cantata, BWV 64, 94)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	92	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	02:16	25	13	96	0	44	0	10	-19	C♯/D♭ Major	4	2024-07-26	2XsFtyqKWwAWc63rLWNBx8	undefined	3B	NLY331107134
2	45	O Gott, du frommer Gott BWV399	O Gott, du frommer Gott, BWV 399	282	7975e771-56af-4a95-b4b8-a04302eb4c69		1	99	O Gott, du frommer Gott	399	O Gott, du frommer Gott		99	O Gott, du frommer Gott, BWV 399	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	0	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	00:59	0	18	97	0	0	0	20	-19	F#/G♭ Major	0	2024-07-26	0XWJwznHMQYN5alFryeR1h	undefined	2B	NLY331107135
2	46	O Herre Gott, dein göttlich Wort (Cantata BWV184)	O Herre Gott, dein göttlich Wort, Cantata BWV 184	283	86fd3310-f8ee-4567-b54c-7da403433308		1	100	O Herre Gott, dein göttlich Wort	184	O Herre Gott, dein göttlich Wort		100	O Herre Gott, dein göttlich Wort (Cantata, BWV 184)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	6	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 1/3	2011-00-00	02:04	33	11	95	0	30	0	10	-21	C♯/D♭ Major	4	2024-07-26	6zwaeekKAgrPKHrCNftC8j	undefined	3B	NLY331107136
4	43	O Herzensangst, o Bangigkeit und Zagen BWV400	O Herzensangst, o Bangigkeit und Zagen, BWV 400	284	af98cdfa-914a-4e59-8b7d-b5fe732ae132		2	86	O Herzensangst, o Bangigkeit und Zagen	400	O Herzensangst, o Bangigkeit und Zagen		188	O Herzensangst, o Bangigkeit und Zagen, BWV 400	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:42	34	13	94	0	72	0	20	-18	D Major	4	2024-07-26	2aXYd8jn4BP7bX5QTOmCf9	undefined	10B	NLY331107224
4	44	O Lamm Gottes, unschuldig BWV401	O Lamm Gottes, unschuldig, BWV 401	285	7840fc33-683c-43de-a275-e1c57b10b129		2	87	O Lamm Gottes, unschuldig	401	O Lamm Gottes, unschuldig		189	O Lamm Gottes, unschuldig, BWV 401	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	0	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:03	0	13	91	0	0	0	10	-21	E Major	0	2024-07-26	1UuVAlm8OBTp8DBf9IDob3	undefined	12B	NLY331107225
4	45	O Mensch, bewein. dein Sünde groß BWV402	O Mensch, bewein' dein Sünde groß, BWV 402	286	80b9aaf3-97fa-49c7-980f-4f3dc8dfb2a9		2	88	O Mensch, bewein' dein Sünde groß	402	O Mensch, bewein' dein Sünde groß		190	O Mensch, bewein' dein Sünde groß, BWV 402	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	173	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:48	11	5	84	1	17	0	10	-25	D Major	3	2024-07-26	4lbTaPpsTd1ovUYg7bfX9v	undefined	10B	NLY331107226
4	46	O Mensch, schau Jesum Christum an BWV403	O Mensch, schau Jesum Christum an, BWV 405	287	2d7bc3f1-a63e-4a9c-84ba-4d44f7ea8158		2	89	O Mensch, schau Jesum Christum an	403	O Mensch, schau Jesum Christum an		191	O Mensch, schau Jesum Christum an, BWV 403	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	98	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:50	20	21	96	0	18	0	10	-18	F#/G♭ Minor	3	2024-07-26	5iULkNKHhVQUBrM4x6NUZC	undefined	11A	NLY331107227
